ranges_rent_id,lettype,la,beds,soft_min,soft_max,hard_min,hard_max
1635,3,E07000170,2,52.6,255.27,25.84,1000
1961,3,E07000170,3,58.13,255.27,25.84,1000
2287,3,E07000170,4,63.67,385.36,25.84,2000
2939,4,E07000170,0,49.74,385.36,25.84,1000
4312,5,E07000170,1,51.68,163.96,25.84,2000
5008,5,E07000170,2,61.83,188.56,25.84,1000
5651,5,E07000170,3,68.28,221.34,25.84,2000
6226,5,E07000170,4,75.67,329.98,25.84,1000
3265,6,E07000170,0,51.82,370.58,25.84,2000
4412,7,E07000170,1,46.13,163.96,25.84,1000
5148,7,E07000170,2,52.6,188.56,25.84,1000
5809,7,E07000170,3,58.13,221.34,25.84,1000
6470,7,E07000170,4,63.67,329.98,18.64,2000
3591,8,E07000170,0,49.74,370.58,25.84,1000
6525,9,E07000170,1,51.68,129.27,25.84,1000
6851,9,E07000170,2,61.83,162.37,25.84,1000
7177,9,E07000170,3,68.28,186.03,25.84,1000
7503,9,E07000170,4,75.67,264.86,18.64,2000
7829,10,E07000170,0,51.82,297.44,25.84,1000
8266,11,E07000170,1,51.68,129.27,25.84,2000
8267,11,E07000170,2,61.83,162.37,25.84,2000
8268,11,E07000170,3,68.28,186.03,25.84,2000
8269,11,E07000170,4,75.67,264.86,25.84,2000
8270,12,E07000170,0,51.82,297.44,18.64,2000
6,1,E07000105,1,57.21,297.6,18.64,2000
332,1,E07000105,2,71.06,366.1,25.84,2000
658,1,E07000105,3,81.2,421.8,25.84,1000
984,1,E07000105,4,89.52,680.8,25.84,1000
2614,2,E07000105,0,62.17,764.55,25.84,1000
1310,3,E07000105,1,51.68,297.6,25.84,2000
1636,3,E07000105,2,62.75,366.1,18.64,2000
1962,3,E07000105,3,68.28,421.8,25.84,1000
2288,3,E07000105,4,72.9,680.8,25.84,2000
2940,4,E07000105,0,48.71,764.55,25.84,1000
3985,5,E07000105,1,57.21,163.96,25.84,1000
4600,5,E07000105,2,71.06,202.91,25.84,2000
5252,5,E07000105,3,81.2,241.85,25.84,1000
5937,5,E07000105,4,89.52,348.42,18.64,2000
3266,6,E07000105,0,62.17,391.25,18.64,2000
4052,7,E07000105,1,51.68,163.96,18.64,2000
4747,7,E07000105,2,62.75,202.91,25.84,1000
5352,7,E07000105,3,68.28,241.85,18.64,2000
6041,7,E07000105,4,72.9,348.42,18.64,2000
3592,8,E07000105,0,48.71,391.25,25.84,1000
6526,9,E07000105,1,57.21,186.03,18.64,2000
6852,9,E07000105,2,71.06,228.59,25.84,1000
7178,9,E07000105,3,81.2,277.48,25.84,1000
7504,9,E07000105,4,89.52,409.89,25.84,2000
7830,10,E07000105,0,62.17,460.3,25.84,1000
8271,11,E07000105,1,57.21,186.03,25.84,2000
8272,11,E07000105,2,71.06,228.59,25.84,2000
8273,11,E07000105,3,81.2,277.48,25.84,2000
8274,11,E07000105,4,89.52,409.89,25.84,2000
8275,12,E07000105,0,62.17,460.3,18.64,2000
8,1,E07000200,1,54.44,229.06,25.84,1000
334,1,E07000200,2,64.59,286.85,25.84,2000
660,1,E07000200,3,71.06,344.7,18.64,2000
986,1,E07000200,4,81.2,567.34,25.84,1000
2616,2,E07000200,0,36.26,637.2,25.84,1000
1312,3,E07000200,1,49.84,229.06,25.84,2000
1638,3,E07000200,2,58.13,286.85,25.84,1000
1964,3,E07000200,3,63.67,344.7,25.84,1000
2290,3,E07000200,4,71.06,567.34,18.64,2000
2942,4,E07000200,0,55.97,637.2,25.84,1000
4117,5,E07000200,1,54.44,303.31,25.84,1000
4698,5,E07000200,2,64.59,370.95,25.84,1000
5417,5,E07000200,3,71.06,479.57,25.84,1000
6127,5,E07000200,4,81.2,651.73,25.84,1000
3268,6,E07000200,0,36.26,731.9,25.84,1000
4234,7,E07000200,1,49.84,303.31,25.84,2000
4960,7,E07000200,2,58.13,370.95,18.64,2000
5603,7,E07000200,3,63.67,479.57,25.84,1000
6265,7,E07000200,4,71.06,651.73,18.64,2000
3594,8,E07000200,0,55.97,731.9,25.84,1000
6528,9,E07000200,1,54.44,170.26,25.84,2000
6854,9,E07000200,2,64.59,211.23,25.84,1000
7180,9,E07000200,3,71.06,253.83,18.64,2000
7506,9,E07000200,4,81.2,469.81,25.84,2000
7832,10,E07000200,0,36.26,527.59,25.84,1000
8276,11,E07000200,1,54.44,170.26,25.84,2000
8277,11,E07000200,2,64.59,211.23,25.84,2000
8278,11,E07000200,3,71.06,253.83,25.84,2000
8279,11,E07000200,4,81.2,469.81,25.84,2000
8280,12,E07000200,0,36.26,527.59,18.64,2000
9,1,E09000002,1,65.51,220.5,25.84,1000
335,1,E09000002,2,77.51,252.64,25.84,2000
661,1,E09000002,3,83.97,301.87,25.84,1000
987,1,E09000002,4,101.48,408.94,25.84,1000
2617,2,E09000002,0,70.47,459.25,25.84,1000
1313,3,E09000002,1,58.13,220.5,18.64,2000
1639,3,E09000002,2,63.67,252.64,25.84,1000
1965,3,E09000002,3,71.06,301.87,25.84,1000
2291,3,E09000002,4,83.05,408.94,25.84,1000
2943,4,E09000002,0,60.1,459.25,18.64,2000
3950,5,E09000002,1,65.51,198.81,25.84,1000
4565,5,E09000002,2,77.51,211.09,25.84,1000
5217,5,E09000002,3,83.97,252.09,25.84,2000
5902,5,E09000002,4,101.48,329.98,18.64,2000
3269,6,E09000002,0,70.47,370.58,25.84,1000
4164,7,E09000002,1,58.13,198.81,25.84,1000
4665,7,E09000002,2,63.67,211.09,25.84,1000
5317,7,E09000002,3,71.06,252.09,18.64,2000
5869,7,E09000002,4,83.05,329.98,25.84,1000
3595,8,E09000002,0,60.1,370.58,25.84,1000
6529,9,E09000002,1,65.51,238.06,25.84,2000
6855,9,E09000002,2,77.51,302.71,25.84,1000
7181,9,E09000002,3,83.97,368.9,25.84,1000
7507,9,E09000002,4,101.48,452.46,25.84,2000
7833,10,E09000002,0,70.47,508.12,18.64,2000
8281,11,E09000002,1,65.51,238.06,25.84,2000
8282,11,E09000002,2,77.51,302.71,25.84,2000
8283,11,E09000002,3,83.97,368.9,25.84,2000
8284,11,E09000002,4,101.48,452.46,25.84,2000
8285,12,E09000002,0,70.47,508.12,18.64,2000
10,1,E09000003,1,65.51,182,25.84,1000
336,1,E09000003,2,77.51,207.68,18.64,2000
662,1,E09000003,3,83.97,241.9,25.84,1000
988,1,E09000003,4,101.48,344.7,25.84,1000
2618,2,E09000003,0,70.47,387.12,25.84,1000
1314,3,E09000003,1,58.13,182,25.84,1000
1640,3,E09000003,2,63.67,207.68,25.84,1000
1966,3,E09000003,3,71.06,241.9,18.64,2000
2292,3,E09000003,4,83.05,344.7,25.84,1000
2944,4,E09000003,0,60.1,387.12,25.84,1000
3951,5,E09000003,1,65.51,178.32,25.84,1000
4566,5,E09000003,2,77.51,213.15,18.64,2000
5218,5,E09000003,3,83.97,260.29,25.84,2000
5903,5,E09000003,4,101.48,370.95,25.84,1000
3270,6,E09000003,0,70.47,416.6,25.84,1000
4165,7,E09000003,1,58.13,178.32,25.84,1000
4666,7,E09000003,2,63.67,213.15,25.84,1000
5318,7,E09000003,3,71.06,260.29,25.84,2000
5870,7,E09000003,4,83.05,370.95,25.84,1000
3596,8,E09000003,0,60.1,416.6,18.64,2000
6530,9,E09000003,1,65.51,349.99,25.84,2000
6856,9,E09000003,2,77.51,449.29,18.64,2000
7182,9,E09000003,3,83.97,616.43,25.84,1000
7508,9,E09000003,4,101.48,1122.48,25.84,2000
7834,10,E09000003,0,70.47,1258.86,25.84,1000
8286,11,E09000003,1,65.51,349.99,25.84,2000
8287,11,E09000003,2,77.51,449.29,25.84,2000
8288,11,E09000003,3,83.97,616.43,25.84,2000
8289,11,E09000003,4,101.48,1122.48,25.84,2000
8290,12,E09000003,0,70.47,1258.86,18.64,2000
11,1,E08000038,1,50.76,276.2,25.84,1000
337,1,E08000038,2,58.13,344.7,25.84,1000
663,1,E08000038,3,62.75,455.98,25.84,1000
989,1,E08000038,4,72.9,725.78,18.64,2000
2619,2,E08000038,0,52.86,815.07,18.64,2000
1315,3,E08000038,1,46.13,276.2,25.84,1000
1641,3,E08000038,2,52.6,344.7,25.84,1000
1967,3,E08000038,3,56.29,455.98,25.84,1000
2293,3,E08000038,4,63.67,725.78,25.84,1000
2945,4,E08000038,0,51.82,815.07,25.84,1000
4390,5,E08000038,1,50.76,303.31,25.84,1000
4870,5,E08000038,2,58.13,383.28,25.84,1000
5501,5,E08000038,3,62.75,520.58,25.84,1000
6106,5,E08000038,4,72.9,955.05,25.84,1000
3271,6,E08000038,0,52.86,1072.6,25.84,1000
4544,7,E08000038,1,46.13,303.31,18.64,2000
4812,7,E08000038,2,52.6,383.28,25.84,1000
5848,7,E08000038,3,56.29,520.58,25.84,1000
6204,7,E08000038,4,63.67,955.05,25.84,1000
3597,8,E08000038,0,51.82,1072.6,25.84,2000
6531,9,E08000038,1,50.76,126.12,25.84,2000
6857,9,E08000038,2,52.6,145.04,25.84,1000
7183,9,E08000038,3,62.75,170.26,25.84,1000
7509,9,E08000038,4,72.9,253.83,18.64,2000
7835,10,E08000038,0,52.86,285.07,25.84,1000
8291,11,E08000038,1,50.76,126.12,25.84,2000
8292,11,E08000038,2,52.6,145.04,25.84,2000
8293,11,E08000038,3,62.75,170.26,25.84,2000
8294,11,E08000038,4,72.9,253.83,25.84,2000
8295,12,E08000038,0,52.86,285.07,18.64,2000
13,1,E07000066,1,54.44,241.9,18.64,2000
339,1,E07000066,2,64.59,297.6,25.84,1000
665,1,E07000066,3,71.06,366.1,25.84,1000
991,1,E07000066,4,81.2,567.34,25.84,1000
2621,2,E07000066,0,36.26,637.2,25.84,2000
1317,3,E07000066,1,49.84,241.9,25.84,1000
1643,3,E07000066,2,58.13,297.6,18.64,2000
1969,3,E07000066,3,63.67,366.1,25.84,1000
2295,3,E07000066,4,71.06,567.34,25.84,1000
2947,4,E07000066,0,55.97,637.2,25.84,1000
4118,5,E07000066,1,54.44,194.7,25.84,1000
4699,5,E07000066,2,64.59,241.85,18.64,2000
5418,5,E07000066,3,71.06,284.89,25.84,1000
6128,5,E07000066,4,81.2,459.07,25.84,1000
3273,6,E07000066,0,36.26,515.55,18.64,2000
4235,7,E07000066,1,49.84,194.7,25.84,2000
4961,7,E07000066,2,58.13,241.85,25.84,2000
5604,7,E07000066,3,63.67,284.89,25.84,1000
6266,7,E07000066,4,71.06,459.07,25.84,1000
3599,8,E07000066,0,55.97,515.55,25.84,2000
6533,9,E07000066,1,54.44,211.23,18.64,2000
6859,9,E07000066,2,64.59,268.02,25.84,1000
7185,9,E07000066,3,71.06,326.35,25.84,1000
7511,9,E07000066,4,81.2,534.44,25.84,1000
7837,10,E07000066,0,36.26,600.2,25.84,1000
8296,11,E07000066,1,54.44,211.23,25.84,2000
8297,11,E07000066,2,64.59,268.02,25.84,2000
8298,11,E07000066,3,71.06,326.35,25.84,2000
8299,11,E07000066,4,81.2,534.44,25.84,2000
8300,12,E07000066,0,36.26,600.2,18.64,2000
14,1,E07000084,1,57.21,363.96,25.84,1000
340,1,E07000084,2,71.06,451.74,25.84,1000
666,1,E07000084,3,81.2,638.01,18.64,2000
992,1,E07000084,4,89.52,1087.59,25.84,1000
2622,2,E07000084,0,62.17,1221.4,25.84,2000
1318,3,E07000084,1,51.68,363.96,25.84,1000
1644,3,E07000084,2,62.75,451.74,25.84,2000
1970,3,E07000084,3,68.28,638.01,25.84,1000
2296,3,E07000084,4,72.9,1087.59,18.64,2000
2948,4,E07000084,0,48.71,1221.4,25.84,1000
3987,5,E07000084,1,57.21,340.22,25.84,1000
4602,5,E07000084,2,71.06,479.57,18.64,2000
5254,5,E07000084,3,81.2,588.21,25.84,1000
5939,5,E07000084,4,89.52,868.98,25.84,1000
3274,6,E07000084,0,62.17,975.91,25.84,1000
4054,7,E07000084,1,51.68,340.22,25.84,1000
4749,7,E07000084,2,62.75,479.57,25.84,1000
5354,7,E07000084,3,68.28,588.21,25.84,1000
6043,7,E07000084,4,72.9,868.98,25.84,1000
3600,8,E07000084,0,48.71,975.91,25.84,2000
6534,9,E07000084,1,57.21,219.14,25.84,1000
6860,9,E07000084,2,71.06,269.6,25.84,1000
7186,9,E07000084,3,81.2,310.6,18.64,2000
7512,9,E07000084,4,89.52,501.32,25.84,1000
7838,10,E07000084,0,62.17,563,25.84,1000
8301,11,E07000084,1,57.21,219.14,25.84,2000
8302,11,E07000084,2,71.06,269.6,25.84,2000
8303,11,E07000084,3,81.2,310.6,25.84,2000
8304,11,E07000084,4,89.52,501.32,25.84,2000
8305,12,E07000084,0,62.17,563,18.64,2000
15,1,E07000171,1,51.68,218.37,25.84,1000
341,1,E07000171,2,61.83,263.34,25.84,1000
667,1,E07000171,3,68.28,318.96,25.84,2000
993,1,E07000171,4,75.67,432.47,25.84,1000
2623,2,E07000171,0,51.82,485.66,25.84,2000
1319,3,E07000171,1,46.13,218.37,18.64,2000
1645,3,E07000171,2,52.6,263.34,25.84,2000
1971,3,E07000171,3,58.13,318.96,25.84,1000
2297,3,E07000171,4,63.67,432.47,25.84,1000
2949,4,E07000171,0,49.74,485.66,18.64,2000
4313,5,E07000171,1,51.68,350.47,25.84,2000
5009,5,E07000171,2,61.83,459.07,25.84,1000
5652,5,E07000171,3,68.28,565.64,25.84,2000
6227,5,E07000171,4,75.67,868.98,25.84,1000
3275,6,E07000171,0,51.82,975.91,25.84,1000
4413,7,E07000171,1,46.13,350.47,18.64,2000
5149,7,E07000171,2,52.6,459.07,18.64,2000
5810,7,E07000171,3,58.13,565.64,18.64,2000
6471,7,E07000171,4,63.67,868.98,25.84,2000
3601,8,E07000171,0,49.74,975.91,25.84,2000
6535,9,E07000171,1,51.68,126.12,25.84,1000
6861,9,E07000171,2,61.83,156.09,25.84,1000
7187,9,E07000171,3,68.28,186.03,25.84,1000
7513,9,E07000171,4,75.67,268.02,25.84,1000
7839,10,E07000171,0,51.82,300.97,18.64,2000
8306,11,E07000171,1,51.68,126.12,25.84,2000
8307,11,E07000171,2,61.83,156.09,25.84,2000
8308,11,E07000171,3,68.28,186.03,25.84,2000
8309,11,E07000171,4,75.67,268.02,25.84,2000
8310,12,E07000171,0,51.82,300.97,18.64,2000
16,1,E06000022,1,48.92,310.42,25.84,1000
342,1,E06000022,2,55.37,387.5,18.64,2000
668,1,E06000022,3,61.83,524.52,25.84,2000
994,1,E06000022,4,71.06,837.13,25.84,1000
2624,2,E06000022,0,54.93,937.68,25.84,2000
1320,3,E06000022,1,47.06,310.42,25.84,1000
1646,3,E06000022,2,54.44,387.5,25.84,2000
1972,3,E06000022,3,61.83,524.52,18.64,2000
2298,3,E06000022,4,73.82,837.13,25.84,1000
2950,4,E06000022,0,54.93,937.68,25.84,1000
4197,5,E06000022,1,48.92,198.81,18.64,2000
4833,5,E06000022,2,55.37,241.85,25.84,1000
5464,5,E06000022,3,61.83,264.4,25.84,1000
6002,5,E06000022,4,71.06,379.17,25.84,1000
3276,6,E06000022,0,54.93,425.82,25.84,1000
3913,7,E06000022,1,47.06,198.81,18.64,2000
5110,7,E06000022,2,54.44,241.85,25.84,1000
5690,7,E06000022,3,61.83,264.4,25.84,1000
6402,7,E06000022,4,73.82,379.17,25.84,1000
3602,8,E06000022,0,54.93,425.82,18.64,2000
6536,9,E06000022,1,48.92,228.59,25.84,1000
6862,9,E06000022,2,55.37,285.36,18.64,2000
7188,9,E06000022,3,61.83,345.26,25.84,1000
7514,9,E06000022,4,71.06,577.02,25.84,1000
7840,10,E06000022,0,54.93,648,25.84,2000
8311,11,E06000022,1,48.92,228.59,25.84,2000
8312,11,E06000022,2,55.37,285.36,25.84,2000
8313,11,E06000022,3,61.83,345.26,25.84,2000
8314,11,E06000022,4,71.06,577.02,25.84,2000
8315,12,E06000022,0,54.93,648,18.64,2000
17,1,E06000055,1,54.44,164.85,25.84,1000
343,1,E06000055,2,64.59,196.97,25.84,1000
669,1,E06000055,3,71.06,261.19,25.84,2000
995,1,E06000055,4,81.2,374.66,18.64,2000
2625,2,E06000055,0,36.26,418.36,18.64,2000
1321,3,E06000055,1,49.84,164.85,25.84,1000
1647,3,E06000055,2,58.13,196.97,25.84,2000
1973,3,E06000055,3,63.67,261.19,25.84,1000
2299,3,E06000055,4,71.06,374.66,25.84,1000
2951,4,E06000055,0,55.97,418.36,25.84,1000
4119,5,E06000055,1,54.44,188.56,25.84,1000
4700,5,E06000055,2,64.59,241.85,25.84,2000
5419,5,E06000055,3,71.06,284.89,25.84,1000
6129,5,E06000055,4,81.2,393.52,25.84,1000
3277,6,E06000055,0,36.26,441.92,25.84,1000
4236,7,E06000055,1,49.84,188.56,25.84,2000
4962,7,E06000055,2,58.13,241.85,25.84,2000
5605,7,E06000055,3,63.67,284.89,25.84,1000
6267,7,E06000055,4,71.06,393.52,25.84,1000
3603,8,E06000055,0,55.97,441.92,25.84,1000
6537,9,E06000055,1,54.44,168.66,25.84,1000
6863,9,E06000055,2,64.59,211.23,25.84,2000
7189,9,E06000055,3,71.06,253.83,25.84,1000
7515,9,E06000055,4,81.2,417.77,18.64,2000
7841,10,E06000055,0,36.26,469.2,25.84,2000
8316,11,E06000055,1,54.44,168.66,25.84,2000
8317,11,E06000055,2,64.59,211.23,25.84,2000
8318,11,E06000055,3,71.06,253.83,25.84,2000
8319,11,E06000055,4,81.2,417.77,25.84,2000
8320,12,E06000055,0,36.26,469.2,18.64,2000
18,1,E09000004,1,65.51,378.94,18.64,2000
344,1,E09000004,2,77.51,451.74,25.84,1000
670,1,E09000004,3,83.97,524.52,25.84,2000
996,1,E09000004,4,101.48,749.32,25.84,1000
2626,2,E09000004,0,70.47,841.52,25.84,1000
1322,3,E09000004,1,58.13,378.94,25.84,1000
1648,3,E09000004,2,63.67,451.74,18.64,2000
1974,3,E09000004,3,71.06,524.52,25.84,1000
2300,3,E09000004,4,83.05,749.32,25.84,1000
2952,4,E09000004,0,60.1,841.52,25.84,1000
3952,5,E09000004,1,65.51,705.03,25.84,1000
4567,5,E09000004,2,77.51,959.14,25.84,1000
5219,5,E09000004,3,83.97,1350.61,18.64,2000
5904,5,E09000004,4,101.48,1350.61,25.84,1000
3278,6,E09000004,0,70.47,2630.8,18.64,2000
4166,7,E09000004,1,58.13,705.03,25.84,1000
4667,7,E09000004,2,63.67,959.14,25.84,1000
5319,7,E09000004,3,71.06,1405.97,25.84,2000
5871,7,E09000004,4,83.05,1931.37,25.84,1000
3604,8,E09000004,0,60.1,2630.8,25.84,1000
6538,9,E09000004,1,65.51,233.3,18.64,2000
6864,9,E09000004,2,77.51,285.36,25.84,2000
7190,9,E09000004,3,83.97,368.9,25.84,1000
7516,9,E09000004,4,101.48,501.32,25.84,1000
7842,10,E09000004,0,70.47,563,25.84,2000
8321,11,E09000004,1,65.51,233.3,25.84,2000
8322,11,E09000004,2,77.51,285.36,25.84,2000
8323,11,E09000004,3,83.97,368.9,25.84,2000
8324,11,E09000004,4,101.48,501.32,25.84,2000
8325,12,E09000004,0,70.47,563,18.64,2000
19,1,E08000025,1,52.6,316.84,25.84,1000
345,1,E08000025,2,58.13,363.96,25.84,1000
671,1,E08000025,3,69.2,460.28,18.64,2000
997,1,E08000025,4,80.28,715.07,25.84,1000
2627,2,E08000025,0,39.38,803.04,25.84,1000
1323,3,E08000025,1,46.13,316.84,25.84,1000
1649,3,E08000025,2,49.84,363.96,25.84,1000
1975,3,E08000025,3,59.98,460.28,25.84,1000
2301,3,E08000025,4,68.28,715.07,18.64,2000
2953,4,E08000025,0,46.63,803.04,25.84,1000
4281,5,E08000025,1,52.6,274.6,25.84,1000
4891,5,E08000025,2,58.13,340.22,25.84,1000
5522,5,E08000025,3,69.2,393.52,25.84,1000
6174,5,E08000025,4,80.28,543.11,25.84,1000
3279,6,E08000025,0,39.38,609.98,25.84,1000
4502,7,E08000025,1,46.13,274.6,25.84,1000
5187,7,E08000025,2,49.84,340.22,25.84,1000
5778,7,E08000025,3,59.98,393.52,25.84,1000
6439,7,E08000025,4,68.28,543.11,25.84,1000
3605,8,E08000025,0,46.63,609.98,25.84,1000
6539,9,E08000025,1,52.6,170.26,25.84,1000
6865,9,E08000025,2,58.13,208.12,25.84,2000
7191,9,E08000025,3,69.2,219.14,18.64,2000
7517,9,E08000025,4,80.28,335.78,25.84,1000
7843,10,E08000025,0,39.38,373.58,25.84,2000
8326,11,E08000025,1,52.6,170.26,25.84,2000
8327,11,E08000025,2,58.13,208.12,25.84,2000
8328,11,E08000025,3,69.2,219.14,25.84,2000
8329,11,E08000025,4,80.28,335.78,25.84,2000
8330,12,E08000025,0,39.38,373.58,18.64,2000
20,1,E07000129,1,51.68,207.68,25.84,1000
346,1,E07000129,2,61.83,252.64,25.84,1000
672,1,E07000129,3,68.28,297.6,25.84,1000
998,1,E07000129,4,75.67,455.98,25.84,1000
2628,2,E07000129,0,51.82,507.32,25.84,1000
1324,3,E07000129,1,46.13,207.68,18.64,2000
1650,3,E07000129,2,52.6,252.64,25.84,1000
1976,3,E07000129,3,58.13,297.6,25.84,1000
2302,3,E07000129,4,63.67,455.98,25.84,1000
2954,4,E07000129,0,49.74,507.32,18.64,2000
4314,5,E07000129,1,51.68,274.6,25.84,2000
5010,5,E07000129,2,61.83,348.42,25.84,1000
5653,5,E07000129,3,68.28,414,18.64,2000
6228,5,E07000129,4,75.67,717.32,25.84,1000
3280,6,E07000129,0,51.82,805.58,25.84,1000
4414,7,E07000129,1,46.13,274.6,25.84,1000
5150,7,E07000129,2,52.6,348.42,25.84,1000
5811,7,E07000129,3,58.13,414,25.84,1000
6472,7,E07000129,4,63.67,717.32,25.84,2000
3606,8,E07000129,0,49.74,805.58,25.84,1000
6540,9,E07000129,1,51.68,162.37,25.84,1000
6866,9,E07000129,2,61.83,186.03,25.84,2000
7192,9,E07000129,3,68.28,222.28,25.84,1000
7518,9,E07000129,4,75.67,301.13,25.84,1000
7844,10,E07000129,0,51.82,338.18,18.64,2000
8331,11,E07000129,1,51.68,162.37,25.84,2000
8332,11,E07000129,2,61.83,186.03,25.84,2000
8333,11,E07000129,3,68.28,222.28,25.84,2000
8334,11,E07000129,4,75.67,301.13,25.84,2000
8335,12,E07000129,0,51.82,338.18,18.64,2000
21,1,E06000008,1,51.68,271.9,25.84,1000
347,1,E06000008,2,59.06,344.7,18.64,2000
673,1,E06000008,3,65.51,421.8,25.84,1000
999,1,E06000008,4,71.98,680.8,25.84,1000
2629,2,E06000008,0,55.97,764.55,25.84,1000
1325,3,E06000008,1,43.36,271.9,25.84,1000
1651,3,E06000008,2,53.52,344.7,25.84,1000
1977,3,E06000008,3,58.13,421.8,18.64,2000
